,Unnamed: 0,SalePrice,Overall Qual,Gr Liv Area,Total Bsmt SF,Garage Area,Year Built,Year Remod/Add,Full Bath,Mas Vnr Area,Fireplaces,Lot Area,Lot Frontage,Wood Deck SF,Open Porch SF,Kitchen Qual,Exter Qual,Bsmt Qual,Garage Finish,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
2410,2410,169990,6,1316,1316.0,397.0,2005,2006,2,0.0,1,10237,65.0,100,0,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,2411,170440,6,1456,728.0,390.0,2005,2006,2,0.0,1,10237,65.0,0,24,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2412,2412,169985,7,1492,738.0,440.0,2006,2006,2,0.0,0,10237,65.0,0,32,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,2413,179665,7,1496,654.0,426.0,2006,2006,2,0.0,1,17104,58.0,100,24,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,2414,219210,7,1863,879.0,660.0,2006,2006,2,0.0,1,14054,58.0,100,17,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,2415,174190,6,1326,1326.0,427.0,2006,2006,2,0.0,0,11660,102.0,100,0,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,2416,172785,6,1456,728.0,429.0,2006,2006,2,0.0,0,15578,105.0,0,0,3,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,2417,258000,8,2373,1052.0,632.0,2004,2005,2,236.0,1,11631,96.0,120,46,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,2418,185101,7,1492,738.0,440.0,2006,2006,2,0.0,0,9073,75.0,100,32,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,2419,210250,7,1364,1220.0,437.0,2006,2006,2,14.0,1,3087,43.0,100,16,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2420,2420,234000,7,1557,1374.0,420.0,2003,2004,2,18.0,1,3196,68.0,143,20,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,2421,215000,8,1456,1273.0,400.0,2003,2003,2,40.0,1,3196,68.0,143,20,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,2422,246990,7,1511,1368.0,398.0,2002,2002,2,40.0,1,2938,68.0,130,30,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,2423,178740,7,1414,1375.0,398.0,2004,2004,2,18.0,1,3072,68.0,144,20,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2424,2424,225000,7,1548,1365.0,388.0,2004,2004,2,18.0,1,3072,68.0,143,20,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,2425,167240,7,1248,1248.0,438.0,2005,2006,2,16.0,0,3010,43.0,108,0,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,2426,156820,7,1142,1142.0,440.0,2005,2006,2,14.0,0,3010,43.0,90,0,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2427,2427,213490,7,1506,1362.0,440.0,2005,2005,2,145.0,1,3013,43.0,142,20,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2428,2428,264561,8,1567,1520.0,648.0,2006,2006,2,0.0,1,3982,53.0,312,0,5,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,2429,246578,7,1500,1356.0,648.0,2006,2006,2,45.0,1,4045,53.0,161,20,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,2430,192140,5,1838,732.0,372.0,2005,2005,2,0.0,1,21930,60.0,100,40,3,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2431,2431,183200,6,1509,783.0,393.0,2002,2003,2,0.0,1,7861,68.0,100,75,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,2432,178000,8,1414,707.0,403.0,2004,2004,2,0.0,1,9056,74.0,100,35,4,3,5.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2433,2433,201490,7,1598,848.0,433.0,2004,2005,2,0.0,1,9171,59.0,100,48,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,2434,230500,8,1936,1406.0,504.0,2000,2000,2,40.0,1,11194,106.0,188,124,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2435,2435,180000,7,1509,783.0,393.0,2003,2003,2,0.0,1,7875,63.0,0,75,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2436,2436,172400,6,1664,953.0,460.0,2000,2000,2,0.0,1,8121,68.0,100,40,3,2,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2437,2437,215000,6,1889,982.0,431.0,2000,2000,2,0.0,1,8658,68.0,0,0,3,2,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,2438,199900,7,1886,930.0,431.0,1998,1999,2,0.0,1,11214,68.0,89,0,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,2439,173000,6,1671,959.0,472.0,2000,2000,2,0.0,1,10852,58.0,0,38,3,2,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2440,2440,287602,7,2322,1035.0,617.0,2006,2006,3,0.0,0,12104,68.0,400,45,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,2441,230000,7,2291,975.0,429.0,1999,1999,2,302.0,1,8738,66.0,192,0,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2442,2442,348000,8,2392,1396.0,870.0,1997,1998,2,423.0,1,9452,82.0,0,70,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2443,2443,286000,8,1976,1044.0,885.0,1998,1998,2,242.0,1,9660,84.0,210,31,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2444,2444,300000,8,2234,1160.0,768.0,2000,2000,2,322.0,1,9545,83.0,0,50,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2445,2445,625000,10,3627,1930.0,807.0,1995,1996,3,1378.0,1,35760,118.0,361,76,4,3,5.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2446,2446,405000,9,2855,1540.0,774.0,2000,2000,2,877.0,1,9233,68.0,247,55,5,3,5.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2447,2447,280000,8,1924,1086.0,592.0,1998,1998,2,530.0,1,12011,78.0,208,75,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2448,2448,258000,8,2263,1141.0,420.0,1998,1998,2,650.0,1,12090,93.0,144,123,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2449,2449,350000,8,2726,1342.0,725.0,1995,1995,2,397.0,1,10019,83.0,307,169,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2450,2450,584500,9,3500,1733.0,959.0,1993,1994,3,738.0,1,17242,114.0,870,86,5,3,5.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2451,2451,321000,8,2494,1290.0,803.0,1994,1995,2,501.0,1,10236,68.0,200,95,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2452,2452,290000,8,2526,1165.0,844.0,1994,1994,2,391.0,1,10120,92.0,309,78,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2453,2453,315000,8,2799,1286.0,704.0,1993,1993,2,420.0,1,12585,68.0,432,136,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2454,2454,252000,8,1964,1100.0,760.0,2005,2006,2,192.0,1,12447,75.0,200,70,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2455,2455,336820,8,1670,1670.0,928.0,2006,2006,2,0.0,1,15218,49.0,0,240,4,3,5.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2456,2456,423000,8,2097,2077.0,1134.0,2005,2006,1,0.0,1,20896,49.0,192,267,5,3,5.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2457,2457,290000,8,1660,1660.0,500.0,2006,2006,2,420.0,1,10182,85.0,322,50,4,3,5.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2458,2458,232000,7,1616,1616.0,834.0,2005,2005,2,228.0,0,8688,73.0,208,59,4,3,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2459,2459,199000,8,1504,1504.0,510.0,2006,2006,2,60.0,0,10936,85.0,144,0,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2460,2460,198600,8,1278,1278.0,584.0,2006,2006,2,0.0,0,8640,72.0,0,60,4,3,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2461,2461,405749,9,2640,2036.0,792.0,2006,2006,3,0.0,1,13162,100.0,0,265,5,3,5.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2462,2462,232600,8,1489,1489.0,776.0,2006,2006,2,0.0,1,11216,81.0,0,140,4,3,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2463,2463,266000,8,1939,1095.0,1053.0,2006,2006,2,0.0,1,10728,84.0,192,51,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2464,2464,186500,7,1553,756.0,615.0,2005,2006,2,0.0,0,8125,65.0,0,45,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2465,2465,200825,6,1716,858.0,615.0,2005,2005,2,0.0,0,8125,65.0,0,53,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2466,2466,197000,7,1576,770.0,614.0,2006,2006,2,0.0,0,8125,65.0,0,50,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2467,2467,185000,6,1262,1262.0,572.0,2006,2006,2,68.0,0,7200,60.0,0,120,4,3,4.0,3.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2468,2468,176000,7,1266,1257.0,453.0,2005,2005,2,0.0,1,7500,62.0,38,144,4,3,4.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2469,2469,187750,7,1301,1293.0,572.0,2006,2006,2,0.0,1,7200,60.0,216,121,4,3,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2471,2471,186800,7,1400,1400.0,612.0,2005,2006,2,118.0,0,11024,91.0,144,55,4,3,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2473,2473,142500,6,1141,1141.0,484.0,2005,2005,1,0.0,0,13072,63.0,0,0,3,3,4.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2474,2474,158000,6,1158,1158.0,576.0,2004,2004,1,0.0,0,13072,63.0,0,50,4,2,4.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2475,2475,184000,7,1686,891.0,462.0,2005,2005,2,172.0,0,7800,65.0,144,101,4,3,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2476,2476,184900,7,1585,784.0,449.0,2005,2005,2,96.0,0,7632,74.0,100,77,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2477,2477,187000,6,1837,941.0,688.0,1997,1998,2,0.0,0,8304,70.0,150,165,3,2,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2478,2478,175900,6,1603,761.0,484.0,1992,1992,2,0.0,0,7153,65.0,0,124,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2479,2479,248500,6,1731,836.0,462.0,1992,1993,2,0.0,0,9370,70.0,307,85,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2480,2480,172000,6,1398,1398.0,542.0,1990,1991,2,0.0,0,7175,50.0,0,46,4,3,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2481,2481,151000,6,1217,1217.0,484.0,1991,1991,2,0.0,0,7175,50.0,0,64,4,3,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2482,2482,150000,6,1320,636.0,472.0,1994,1994,2,0.0,0,9019,68.0,0,40,4,2,4.0,3.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2483,2483,107000,4,1056,1056.0,384.0,1966,1966,1,0.0,0,8900,68.0,0,42,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2484,2484,119900,5,965,828.0,300.0,1965,1965,1,0.0,0,7800,60.0,421,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2485,2485,129500,5,988,988.0,624.0,1962,1962,1,51.0,0,9100,70.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2486,2486,125000,5,1728,1728.0,504.0,1963,1963,2,336.0,0,9100,70.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2488,2488,144000,5,1211,864.0,576.0,1962,2002,1,0.0,1,9240,68.0,161,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2489,2489,151000,6,1212,506.0,492.0,1977,1995,1,46.0,1,8471,88.0,292,12,3,2,4.0,1.0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2490,2490,126000,5,984,984.0,310.0,1965,1965,1,0.0,0,9308,68.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2491,2491,116000,5,909,882.0,294.0,1968,1968,1,90.0,0,8450,65.0,0,155,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2492,2492,133500,5,925,925.0,484.0,1963,1963,1,0.0,0,8638,68.0,203,74,3,2,3.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2493,2493,120875,5,1024,1024.0,308.0,1965,1965,1,0.0,0,13052,68.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2494,2494,137000,5,935,935.0,288.0,1965,1965,1,114.0,0,13526,68.0,180,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2496,2496,135000,5,1236,912.0,288.0,1961,1994,1,0.0,1,6993,65.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2497,2497,129200,5,941,912.0,288.0,1967,1967,1,0.0,1,8789,68.0,64,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2498,2498,260000,7,2646,1748.0,550.0,1974,1974,2,145.0,4,14330,100.0,641,100,4,3,4.0,2.0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2499,2499,260000,8,2417,1288.0,462.0,1991,1992,2,284.0,1,16059,121.0,127,82,4,3,4.0,1.0,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2500,2500,334000,8,2826,1334.0,888.0,1992,1993,2,692.0,3,11025,105.0,177,208,4,3,5.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2501,2501,310000,8,2520,1338.0,796.0,1993,1993,2,0.0,1,14541,68.0,209,55,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2502,2502,268000,7,2295,1095.0,590.0,1992,2000,2,0.0,1,13346,68.0,0,40,4,3,4.0,2.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2503,2503,262000,8,1624,1624.0,757.0,1994,1995,2,0.0,1,12461,89.0,0,114,4,3,4.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
